psu_hh_idcode,subjective_poverty_1,subjective_poverty_2,subjective_poverty_3,subjective_poverty_4,subjective_poverty_5,subjective_poverty_6,subjective_poverty_7,subjective_poverty_8,subjective_poverty_9,subjective_poverty_10,house_q02,house_q03,house_q04,house_q05y,house_q05m,house_q06,house_q07,house_q08,house_q09,house_q10,house_q11,house_q12,house_q13,house_q14,house_q15,house_q16,house_q17,house_q18,house_q19,house_q20,house_q21,house_q22,edu_q01,edu_q02,edu_q03,edu_q04,edu_q05,edu_q06,edu_q07,edu_q08,edu_q09,edu_q10,edu_q11,edu_q12,edu_q13,edu_q14,edu_q15,edu_q16,edu_q17,edu_q18,edu_q19,edu_q20,edu_q21,edu_q22,edu_q23,edu_q24,edu_q25,edu_q26,edu_q27,edu_q28,edu_q29,edu_q30,edu_q31,edu_q32,edu_q33,edu_q34,edu_q35,edu_q36,edu_q37,edu_q38,edu_q39,edu_q40,edu_q41,edu_q42,edu_q43,edu_q44,edu_q45,edu_q46,edu_q47,edu_q48,edu_q49,edu_q50,edu_q51,edu_q52,edu_q53,edu_q54,edu_q55,edu_q56,edu_q57,edu_q58,edu_q59,edu_q60,edu_q61,edu_q62,edu_q63,edu_q64,edu_q65,edu_q66
28_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19590620.0,53.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,63.0,,1.0,4.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69_1_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19810702.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,,1.0,1.0,,50.0,2.0,,1.0,2.0,30.0,,1.0,1.0,1.0,1.0,5.0,1.0,0.0,2.0,,,2.0,,,2.0,,,13.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197_2_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19570304.0,55.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,82.0,,2.0,,1.0,2.0,83.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750_9_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19690910.0,42.0,11.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,72.0,2.0,,3.0,1.0,,82.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367_3_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19500608.0,62.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,1.0,,75.0,1.0,1.0,1.0,1.0,5.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329_6_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19600414.0,52.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,65.0,,2.0,,2.0,2.0,66.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829_1_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19370703.0,75.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,1.0,2.0,56.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710_12_1,0,0,0,0,0,1,0,0,0,0,1.0,1.0,19870131.0,25.0,8.0,5.0,,,0.0,1.0,1.0,3.0,,,,,1.0,2.0,,,,,1.0,1.0,1.0,6.0,3.0,7.0,2.0,2.0,,,13.0,,,2.0,,,13.0,21.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235_8_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19720313.0,40.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,62.0,2.0,,1.0,2.0,65.0,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517_3_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19490729.0,63.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,80.0,,2.0,,3.0,2.0,80.0,,1.0,1.0,1.0,8.0,3.0,10.0,0.0,2.0,,,13.0,,,2.0,,,13.0,25.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378_4_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19770606.0,35.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,50.0,,2.0,,1.0,2.0,54.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146_5_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19700719.0,42.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,72.0,2.0,,1.0,1.0,,76.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379_5_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19640221.0,48.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,73.0,2.0,,3.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,12.0,,,2.0,,,12.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391_5_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19400420.0,72.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,70.0,,2.0,,2.0,2.0,75.0,,2.0,2.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339_2_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19500508.0,62.0,4.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,47.0,,2.0,,2.0,2.0,72.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
507_8_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19560704.0,56.0,2.0,4.0,,,0.0,1.0,2.0,,3.0,2.0,30.0,,2.0,,3.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464_7_3,0,0,0,0,0,1,0,0,0,0,2.0,4.0,19890408.0,23.0,5.0,5.0,,,0.0,1.0,1.0,2.0,,,,,1.0,1.0,,,,,1.0,1.0,1.0,6.0,3.0,7.0,1.0,1.0,1.0,,,8.0,1.0,1.0,1.0,,,,,,6.0,3.0,1.0,4.0,,0.0,20.0,5.0,20000.0,2.0,,2.0,300000.0,0.0,50000.0,0.0,0.0,0.0,0.0,0.0,350000.0,1.0,1.0,,1.0,2.0,,,,2.0,,,,,,,2.0,,2.0,,2.0,,,2.0,,5.0
381_6_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19520517.0,60.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,85.0,,2.0,,2.0,2.0,67.0,,1.0,1.0,1.0,6.0,4.0,9.0,2.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751_3_7,0,0,0,0,0,0,0,1,0,0,2.0,7.0,19471221.0,64.0,8.0,1.0,1.0,6.0,0.0,1.0,2.0,,2.0,2.0,85.0,,2.0,,2.0,2.0,90.0,,1.0,1.0,1.0,3.0,2.0,4.0,0.0,2.0,,,13.0,,,2.0,,,13.0,16.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601_6_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19580904.0,54.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,60.0,,2.0,,1.0,2.0,70.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19670515.0,45.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,60.0,,2.0,,3.0,1.0,,76.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624_2_2,0,0,0,0,1,0,0,0,0,0,2.0,2.0,19660727.0,46.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,69.0,2.0,,2.0,1.0,,74.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
664_11_1,0,0,1,0,0,0,0,0,0,0,1.0,1.0,19380216.0,74.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,67.0,,2.0,,1.0,2.0,78.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,38.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777_2_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19670818.0,45.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,2.0,70.0,,2.0,,2.0,2.0,82.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751_5_1,0,0,0,1,0,0,0,0,0,0,2.0,1.0,19360424.0,76.0,4.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,82.0,,2.0,,5.0,2.0,40.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322_11_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19420815.0,70.0,0.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,89.0,,2.0,,1.0,2.0,84.0,,2.0,2.0,1.0,1.0,7.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403_5_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19580215.0,54.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,80.0,2.0,,2.0,2.0,83.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803_4_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19490111.0,63.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,90.0,,2.0,,1.0,2.0,75.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,2.0,,,2.0,,,2.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19470424.0,65.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,63.0,,2.0,,1.0,2.0,60.0,,1.0,1.0,1.0,1.0,8.0,2.0,1.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392_4_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19600905.0,51.0,11.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,75.0,2.0,,2.0,1.0,,81.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59_6_1,0,0,1,0,0,0,0,0,0,0,2.0,1.0,19500412.0,62.0,4.0,4.0,,,0.0,1.0,2.0,,3.0,2.0,70.0,,2.0,,2.0,2.0,79.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829_8_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19710519.0,41.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,2.0,70.0,,2.0,,3.0,1.0,,72.0,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270_4_2,0,0,0,0,0,1,0,0,0,0,2.0,2.0,19611226.0,50.0,8.0,1.0,1.0,1.0,0.0,1.0,2.0,,3.0,1.0,,81.0,2.0,,3.0,2.0,54.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,4.0,,,2.0,,,4.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660_6_1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,19590801.0,53.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,75.0,2.0,,3.0,1.0,,78.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63_8_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19440302.0,68.0,6.0,4.0,,,0.0,1.0,2.0,,1.0,2.0,67.0,,2.0,,1.0,2.0,70.0,,2.0,2.0,1.0,1.0,3.0,0.0,0.0,2.0,,,2.0,,,2.0,,,2.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371_11_1,0,0,0,0,0,0,0,0,1,0,1.0,1.0,19820219.0,30.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,68.0,2.0,,2.0,2.0,53.0,,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,,,1.0,,,2.0,,,1.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301_10_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19530623.0,59.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,68.0,,2.0,,3.0,2.0,85.0,,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286_8_2,0,0,0,0,0,0,1,0,0,0,2.0,1.0,19730926.0,39.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,,2.0,1.0,,60.0,2.0,,2.0,1.0,,65.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19410825.0,71.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,96.0,,2.0,,2.0,2.0,84.0,,1.0,1.0,1.0,2.0,4.0,3.0,2.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19570405.0,55.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,73.0,,2.0,,2.0,2.0,81.0,,1.0,1.0,1.0,6.0,4.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284_8_1,0,0,0,0,0,1,0,0,0,0,2.0,1.0,19450602.0,67.0,3.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,81.0,,2.0,,2.0,2.0,50.0,,1.0,1.0,1.0,1.0,7.0,2.0,0.0,2.0,,,2.0,,,2.0,,,2.0,13.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648_7_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19640409.0,48.0,4.0,2.0,2.0,,0.0,1.0,2.0,,7.0,1.0,,60.0,2.0,,5.0,2.0,50.0,,1.0,1.0,1.0,2.0,4.0,3.0,3.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67_10_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19700308.0,42.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,5.0,2.0,25.0,,2.0,,9.0,1.0,,63.0,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585_2_1,0,0,0,0,1,0,0,0,0,0,2.0,1.0,19350108.0,77.0,8.0,4.0,,,0.0,1.0,2.0,,2.0,2.0,80.0,,2.0,,2.0,2.0,85.0,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147_9_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19400311.0,72.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,90.0,,2.0,,1.0,2.0,65.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519_2_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19551215.0,56.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,1.0,,75.0,2.0,,3.0,2.0,80.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496_8_1,0,0,0,0,0,0,0,1,0,0,1.0,1.0,19600229.0,52.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,84.0,2.0,,1.0,2.0,69.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733_8_1,0,1,0,0,0,0,0,0,0,0,2.0,1.0,19860124.0,26.0,8.0,1.0,2.0,,0.0,1.0,2.0,,7.0,1.0,,55.0,2.0,,9.0,1.0,,58.0,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184_11_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19530131.0,59.0,7.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,80.0,2.0,,1.0,1.0,,90.0,3.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
619_5_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19600417.0,52.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,4.0,1.0,,83.0,2.0,,4.0,2.0,58.0,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551_5_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19430520.0,69.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,2.0,83.0,,2.0,,7.0,2.0,62.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,2.0,,,2.0,,,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474_1_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19700731.0,42.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,,2.0,1.0,,70.0,2.0,,2.0,1.0,,75.0,1.0,1.0,1.0,6.0,4.0,9.0,1.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530_7_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19591201.0,52.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,76.0,,2.0,,1.0,2.0,81.0,,1.0,1.0,1.0,4.0,3.0,5.0,0.0,2.0,,,13.0,,,2.0,,,13.0,17.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8_7_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19420406.0,70.0,5.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,87.0,,2.0,,1.0,2.0,75.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146_3_1,0,0,0,0,1,0,0,0,0,0,1.0,1.0,19600101.0,52.0,8.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,74.0,,2.0,,1.0,2.0,87.0,,1.0,1.0,1.0,5.0,4.0,6.0,1.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396_5_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19370430.0,75.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,95.0,,2.0,,1.0,2.0,64.0,,2.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814_8_2,0,1,0,0,0,0,0,0,0,0,2.0,2.0,19460117.0,66.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,79.0,,2.0,,1.0,2.0,45.0,,2.0,2.0,1.0,1.0,4.0,1.0,0.0,2.0,,,2.0,,,2.0,,,2.0,10.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672_8_2,0,0,1,0,0,0,0,0,0,0,2.0,8.0,19920330.0,20.0,5.0,5.0,,,0.0,1.0,2.0,,5.0,1.0,,48.0,2.0,,5.0,1.0,,50.0,1.0,1.0,1.0,6.0,1.0,3.0,2.0,1.0,1.0,,,6.0,2.0,1.0,1.0,,,,,,6.0,1.0,1.0,5.0,1.0,0.0,30.0,5.0,12000.0,2.0,,1.0,100000.0,0.0,200000.0,0.0,50000.0,800000.0,0.0,0.0,1150000.0,1.0,1.0,,2.0,2.0,,,,2.0,,,,,,,2.0,,2.0,,2.0,,,2.0,,5.0
167_8_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19511124.0,60.0,9.0,1.0,1.0,2.0,0.0,1.0,2.0,,3.0,2.0,75.0,,2.0,,3.0,2.0,76.0,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
490_11_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19380429.0,74.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,2.0,80.0,,2.0,,1.0,2.0,78.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60_2_1,0,0,0,1,0,0,0,0,0,0,1.0,1.0,19520503.0,60.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,,1.0,1.0,,80.0,2.0,,1.0,2.0,70.0,,1.0,1.0,1.0,2.0,4.0,3.0,0.0,2.0,,,13.0,,,2.0,,,13.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738_8_2,0,0,1,0,0,0,0,0,0,0,2.0,2.0,19360316.0,76.0,5.0,1.0,1.0,1.0,0.0,1.0,2.0,,1.0,2.0,92.0,,2.0,,1.0,2.0,87.0,,1.0,1.0,1.0,6.0,4.0,9.0,0.0,2.0,,,13.0,,,2.0,,,13.0,22.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4_10_1,0,0,0,0,0,0,1,0,0,0,1.0,1.0,19490224.0,63.0,6.0,1.0,1.0,2.0,0.0,1.0,2.0,,9.0,2.0,62.0,,2.0,,10.0,2.0,70.0,,1.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,,,13.0,,,2.0,,,13.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33_9_1,0,1,0,0,0,0,0,0,0,0,1.0,1.0,19760416.0,36.0,5.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,,,,,1.0,6.0,,,,,1.0,1.0,1.0,1.0,8.0,2.0,0.0,2.0,,,13.0,,,2.0,,,13.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
